Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Income To Age Ratio
43,No,Travel_Rarely,415,Sales,25 KM,Bachelor’s Degree,Medical,1076,High,Male,79,2,3,Sales Executive,Very High,Divorced,10798,5268,5,No,13,High,High,,18,5,Better,1,0,0,0,40s,251.11627906976744
20,Yes,Travel_Frequently,769,Sales,9 KM,Bachelor’s Degree,Marketing,1077,Very High,Female,54,3,1,Sales Representative,Very High,Single,2323,17205,1,Yes,14,High,Medium,,2,3,Better,2,2,0,2,20s,116.15
21,Yes,Travel_Rarely,1334,Research & Development,10 KM,Bachelor’s Degree,Life Sciences,1079,High,Female,36,2,1,Laboratory Technician,Low,Single,1416,17258,1,No,13,High,Low,,1,6,Good,1,0,1,0,20s,67.42857142857143
46,No,Travel_Rarely,1003,Research & Development,8 KM,Master’s Degree,Life Sciences,1080,Very High,Female,74,2,2,Research Scientist,Low,Divorced,4615,21029,8,Yes,23,Very High,Low,,19,2,Better,16,13,1,7,40s,100.32608695652173
51,Yes,Travel_Rarely,1323,Research & Development,4 KM,Master’s Degree,Life Sciences,1081,Low,Male,34,3,1,Research Scientist,High,Married,2461,10332,9,Yes,12,High,High,,18,2,Best,10,0,2,7,50s,48.254901960784316
28,Yes,Non-Travel,1366,Research & Development,24 KM,Associate’s Degree,Technical Degree,1082,Medium,Male,72,2,3,Healthcare Representative,Low,Single,8722,12355,1,No,12,High,Low,,10,2,Good,10,7,1,9,20s,311.5
26,No,Travel_Rarely,192,Research & Development,1 KM,Associate’s Degree,Medical,1083,Low,Male,59,2,1,Laboratory Technician,Low,Married,3955,11141,1,No,16,High,Low,,6,2,Better,5,3,1,3,20s,152.1153846153846
30,No,Travel_Rarely,1176,Research & Development,20 KM,Bachelor’s Degree,Other,1084,High,Male,85,3,2,Manufacturing Director,Low,Married,9957,9096,0,No,15,High,High,,7,1,Good,6,2,0,2,20s,331.9
41,No,Travel_Rarely,509,Research & Development,7 KM,Associate’s Degree,Technical Degree,1085,Medium,Female,43,4,1,Research Scientist,High,Married,3376,18863,1,No,13,High,High,,10,3,Better,10,6,0,8,40s,82.34146341463415
38,No,Travel_Rarely,330,Research & Development,17 KM,High School,Life Sciences,1088,High,Female,65,2,3,Healthcare Representative,High,Married,8823,24608,0,No,18,High,Low,,20,4,Good,19,9,1,9,30s,232.18421052631578
40,No,Travel_Rarely,1492,Research & Development,20 KM,Master’s Degree,Technical Degree,1092,Low,Male,61,3,3,Healthcare Representative,Very High,Married,10322,26542,4,No,20,Very High,Very High,,14,6,Better,11,10,11,1,30s,258.05
27,No,Non-Travel,1277,Research & Development,8 KM,Doctorate,Life Sciences,1094,Low,Male,87,1,1,Laboratory Technician,High,Married,4621,5869,1,No,19,High,Very High,,3,4,Better,3,2,1,2,20s,171.14814814814815
55,No,Travel_Frequently,1091,Research & Development,2 KM,High School,Life Sciences,1096,Very High,Male,65,3,3,Manufacturing Director,Medium,Married,10976,15813,3,No,18,High,Medium,,23,4,Better,3,2,1,2,50s,199.56363636363636
28,No,Travel_Rarely,857,Research & Development,10 KM,Bachelor’s Degree,Other,1097,High,Female,59,3,2,Research Scientist,High,Single,3660,7909,3,No,13,High,Very High,,10,4,Best,8,7,1,7,20s,130.71428571428572
44,Yes,Travel_Rarely,1376,Human Resources,1 KM,Associate’s Degree,Medical,1098,Medium,Male,91,2,3,Human Resources,Low,Married,10482,2326,9,No,14,High,Very High,,24,1,Better,20,6,3,6,40s,238.22727272727272
33,No,Travel_Rarely,654,Research & Development,5 KM,Bachelor’s Degree,Life Sciences,1099,Very High,Male,34,2,3,Healthcare Representative,Very High,Divorced,7119,21214,4,No,15,High,High,,9,2,Better,3,2,1,2,30s,215.72727272727272
35,Yes,Travel_Rarely,1204,Sales,4 KM,Bachelor’s Degree,Technical Degree,1100,Very High,Male,86,3,3,Sales Executive,Low,Single,9582,10333,0,Yes,22,Very High,Low,,9,2,Better,8,7,4,7,30s,273.77142857142854
33,Yes,Travel_Frequently,827,Research & Development,29 KM,Master’s Degree,Medical,1101,Low,Female,54,2,2,Research Scientist,High,Single,4508,3129,1,No,22,Very High,Medium,,14,4,Better,13,7,3,8,30s,136.6060606060606
28,No,Travel_Rarely,895,Research & Development,15 KM,Associate’s Degree,Life Sciences,1102,Low,Male,50,3,1,Laboratory Technician,High,Divorced,2207,22482,1,No,16,High,Very High,,4,5,Good,4,2,2,2,20s,78.82142857142857
34,No,Travel_Frequently,618,Research & Development,3 KM,High School,Life Sciences,1103,Low,Male,45,3,2,Healthcare Representative,Very High,Single,7756,22266,0,No,17,High,High,,7,1,Good,6,2,0,4,30s,228.11764705882354
37,No,Travel_Rarely,309,Sales,10 KM,Master’s Degree,Life Sciences,1105,Very High,Female,88,2,2,Sales Executive,Very High,Divorced,6694,24223,2,Yes,14,High,High,,8,5,Better,1,0,0,0,30s,180.9189189189189
25,Yes,Travel_Rarely,1219,Research & Development,4 KM,High School,Technical Degree,1106,Very High,Male,32,3,1,Laboratory Technician,Very High,Married,3691,4605,1,Yes,15,High,Medium,,7,3,Best,7,7,5,6,20s,147.64
26,Yes,Travel_Rarely,1330,Research & Development,21 KM,Bachelor’s Degree,Medical,1107,Low,Male,37,3,1,Laboratory Technician,High,Divorced,2377,19373,1,No,20,Very High,High,,1,0,Good,1,1,0,0,20s,91.42307692307692
33,Yes,Travel_Rarely,1017,Research & Development,25 KM,Bachelor’s Degree,Medical,1108,Low,Male,55,2,1,Research Scientist,Medium,Single,2313,2993,4,Yes,20,Very High,Medium,,5,0,Better,2,2,2,2,30s,70.0909090909091
42,No,Travel_Rarely,469,Research & Development,2 KM,Associate’s Degree,Medical,1109,Very High,Male,35,3,4,Manager,Low,Married,17665,14399,0,No,17,High,Very High,,23,3,Better,22,6,13,7,40s,420.5952380952381
28,Yes,Travel_Frequently,1009,Research & Development,1 KM,Bachelor’s Degree,Medical,1111,Low,Male,45,2,1,Laboratory Technician,Medium,Divorced,2596,7160,1,No,15,High,Low,,1,2,Better,1,0,0,0,20s,92.71428571428571
50,Yes,Travel_Frequently,959,Sales,1 KM,Master’s Degree,Other,1113,Very High,Male,81,3,2,Sales Executive,High,Single,4728,17251,3,Yes,14,High,Very High,,5,4,Better,0,0,0,0,40s,94.56
33,No,Travel_Frequently,970,Sales,7 KM,Bachelor’s Degree,Life Sciences,1114,Very High,Female,30,3,2,Sales Executive,Medium,Married,4302,13401,0,No,17,High,High,,4,3,Better,3,2,0,2,30s,130.36363636363637
34,No,Non-Travel,697,Research & Development,3 KM,Master’s Degree,Life Sciences,1115,High,Male,40,2,1,Research Scientist,Very High,Married,2979,22478,3,No,17,High,Very High,,6,2,Better,0,0,0,0,30s,87.61764705882354
48,No,Non-Travel,1262,Research & Development,1 KM,Master’s Degree,Medical,1116,Low,Male,35,4,4,Manager,Very High,Single,16885,16154,2,No,22,Very High,High,,27,3,Good,5,4,2,1,40s,351.7708333333333
45,No,Non-Travel,1050,Sales,9 KM,Master’s Degree,Life Sciences,1117,Medium,Female,65,2,2,Sales Executive,High,Married,5593,17970,1,No,13,High,Very High,,15,2,Better,15,10,4,12,40s,124.28888888888889
52,No,Travel_Rarely,994,Research & Development,7 KM,Master’s Degree,Life Sciences,1118,Medium,Male,87,3,3,Healthcare Representative,Medium,Single,10445,15322,7,No,19,High,Very High,,18,4,Better,8,6,4,0,50s,200.8653846153846
38,No,Travel_Rarely,770,Sales,10 KM,Master’s Degree,Marketing,1119,High,Male,73,2,3,Sales Executive,High,Divorced,8740,5569,0,Yes,14,High,Medium,,9,2,Better,8,7,2,7,30s,230.0
29,No,Travel_Rarely,1107,Research & Development,28 KM,Master’s Degree,Life Sciences,1120,High,Female,93,3,1,Research Scientist,Very High,Divorced,2514,26968,4,No,22,Very High,Low,,11,1,Better,7,5,1,7,20s,86.6896551724138
28,No,Travel_Rarely,950,Research & Development,3 KM,Bachelor’s Degree,Medical,1121,Very High,Female,93,3,3,Manufacturing Director,Medium,Divorced,7655,8039,0,No,17,High,Medium,,10,3,Good,9,7,1,7,20s,273.39285714285717
46,No,Travel_Rarely,406,Sales,3 KM,High School,Marketing,1124,Low,Male,52,3,4,Manager,High,Married,17465,15596,3,No,12,High,Very High,,23,3,Better,12,9,4,9,40s,379.67391304347825
38,No,Travel_Rarely,130,Sales,2 KM,Associate’s Degree,Marketing,1125,Very High,Male,32,3,3,Sales Executive,Medium,Single,7351,20619,7,No,16,High,High,,10,2,Better,1,0,0,0,30s,193.44736842105263
43,No,Travel_Frequently,1082,Research & Development,27 KM,Bachelor’s Degree,Life Sciences,1126,High,Female,83,3,3,Manufacturing Director,Low,Married,10820,11535,8,No,11,High,High,,18,1,Better,8,7,0,1,40s,251.62790697674419
39,Yes,Travel_Frequently,203,Research & Development,2 KM,Bachelor’s Degree,Life Sciences,1127,Low,Male,84,3,4,Healthcare Representative,Very High,Divorced,12169,13547,7,No,11,High,Very High,,21,4,Better,18,7,11,5,30s,312.02564102564105
40,No,Travel_Rarely,1308,Research & Development,14 KM,Bachelor’s Degree,Medical,1128,High,Male,44,2,5,Research Director,High,Single,19626,17544,1,No,14,High,Low,,21,2,Best,20,7,4,9,30s,490.65
21,No,Travel_Rarely,984,Research & Development,1 KM,High School,Technical Degree,1131,Very High,Female,70,2,1,Research Scientist,Medium,Single,2070,25326,1,Yes,11,High,High,,2,6,Best,2,2,2,2,20s,98.57142857142857
39,No,Non-Travel,439,Research & Development,9 KM,Bachelor’s Degree,Life Sciences,1132,High,Male,70,3,2,Laboratory Technician,Medium,Single,6782,8770,9,No,15,High,High,,9,2,Good,5,4,0,3,30s,173.89743589743588
36,No,Non-Travel,217,Research & Development,18 KM,Master’s Degree,Life Sciences,1133,Low,Male,78,3,2,Manufacturing Director,Very High,Single,7779,23238,2,No,20,Very High,Low,,18,0,Better,11,9,0,9,30s,216.08333333333334
31,No,Travel_Frequently,793,Sales,20 KM,Bachelor’s Degree,Life Sciences,1135,High,Male,67,4,1,Sales Representative,Very High,Married,2791,21981,0,No,12,High,Low,,3,4,Better,2,2,2,2,30s,90.03225806451613
28,No,Travel_Rarely,1451,Research & Development,2 KM,High School,Life Sciences,1136,Low,Male,67,2,1,Research Scientist,Medium,Married,3201,19911,0,No,17,High,Low,,6,2,Bad,5,3,0,4,20s,114.32142857142857
35,No,Travel_Frequently,1182,Sales,11 KM,Associate’s Degree,Marketing,1137,Very High,Male,54,3,2,Sales Executive,Very High,Divorced,4968,18500,1,No,11,High,Very High,,5,3,Better,5,2,0,2,30s,141.94285714285715
49,No,Travel_Rarely,174,Sales,8 KM,Master’s Degree,Technical Degree,1138,Very High,Male,56,2,4,Sales Executive,Medium,Married,13120,11879,6,No,17,High,Medium,,22,3,Better,9,8,2,3,40s,267.7551020408163
34,No,Travel_Frequently,1003,Research & Development,2 KM,Associate’s Degree,Life Sciences,1140,Very High,Male,95,3,2,Manufacturing Director,High,Single,4033,15834,2,No,11,High,Very High,,5,3,Good,3,2,0,2,30s,118.61764705882354
29,No,Travel_Frequently,490,Research & Development,10 KM,Bachelor’s Degree,Life Sciences,1143,Very High,Female,61,3,1,Research Scientist,Medium,Divorced,3291,17940,0,No,14,High,Very High,,8,2,Good,7,5,1,1,20s,113.48275862068965
42,No,Travel_Rarely,188,Research & Development,29 KM,Bachelor’s Degree,Medical,1148,Medium,Male,56,1,2,Laboratory Technician,Very High,Single,4272,9558,4,No,19,High,Low,,16,3,Better,1,0,0,0,40s,101.71428571428571
29,No,Travel_Rarely,718,Research & Development,8 KM,High School,Medical,1150,Medium,Male,79,2,2,Manufacturing Director,Very High,Married,5056,17689,1,Yes,15,High,High,,10,2,Good,10,7,1,2,20s,174.3448275862069
38,No,Travel_Rarely,433,Human Resources,1 KM,Bachelor’s Degree,Human Resources,1152,High,Male,37,4,1,Human Resources,High,Married,2844,6004,1,No,13,High,Very High,,7,2,Best,7,6,5,0,30s,74.84210526315789
28,No,Travel_Frequently,773,Research & Development,6 KM,Bachelor’s Degree,Life Sciences,1154,High,Male,39,2,1,Research Scientist,High,Divorced,2703,22088,1,Yes,14,High,Very High,,3,2,Better,3,1,0,2,20s,96.53571428571429
18,Yes,Non-Travel,247,Research & Development,8 KM,High School,Medical,1156,High,Male,80,3,1,Laboratory Technician,High,Single,1904,13556,1,No,12,High,Very High,,0,0,Better,0,0,0,0,20s,105.77777777777777
33,Yes,Travel_Rarely,603,Sales,9 KM,Master’s Degree,Marketing,1157,Low,Female,77,3,2,Sales Executive,Low,Single,8224,18385,0,Yes,17,High,Low,,6,3,Better,5,2,0,3,30s,249.21212121212122
41,No,Travel_Rarely,167,Research & Development,12 KM,Master’s Degree,Life Sciences,1158,Medium,Male,46,3,1,Laboratory Technician,Very High,Married,4766,9051,3,Yes,11,High,Low,,6,4,Better,1,0,0,0,40s,116.2439024390244
31,Yes,Travel_Frequently,874,Research & Development,15 KM,Bachelor’s Degree,Medical,1160,High,Male,72,3,1,Laboratory Technician,High,Married,2610,6233,1,No,12,High,High,,2,5,Good,2,2,2,2,30s,84.19354838709677
37,No,Travel_Rarely,367,Research & Development,25 KM,Associate’s Degree,Medical,1161,High,Female,52,2,2,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,High,High,,9,2,Better,6,2,1,3,30s,154.8918918918919
27,No,Travel_Rarely,199,Research & Development,6 KM,Bachelor’s Degree,Life Sciences,1162,Very High,Male,55,2,1,Research Scientist,High,Married,2539,7950,1,No,13,High,High,,4,0,Better,4,2,2,2,20s,94.03703703703704
34,No,Travel_Rarely,1400,Sales,9 KM,High School,Life Sciences,1163,Medium,Female,70,3,2,Sales Executive,High,Married,5714,5829,1,No,20,Very High,Low,,6,3,Good,6,5,1,3,30s,168.05882352941177
35,No,Travel_Rarely,528,Human Resources,8 KM,Master’s Degree,Technical Degree,1164,High,Male,100,3,1,Human Resources,High,Single,4323,7108,1,No,17,High,Medium,,6,2,Bad,5,4,1,4,30s,123.51428571428572
29,Yes,Travel_Rarely,408,Sales,23 KM,High School,Life Sciences,1165,Very High,Female,45,2,3,Sales Executive,Low,Married,7336,11162,1,No,13,High,Low,,11,3,Bad,11,8,3,10,20s,252.9655172413793
40,No,Travel_Frequently,593,Research & Development,9 KM,Master’s Degree,Medical,1166,Medium,Female,88,3,3,Research Director,High,Single,13499,13782,9,No,17,High,High,,20,3,Good,18,7,2,13,30s,337.475
42,Yes,Travel_Frequently,481,Sales,12 KM,Bachelor’s Degree,Life Sciences,1167,High,Male,44,3,4,Sales Executive,Low,Single,13758,2447,0,Yes,12,High,Medium,,22,2,Good,21,9,13,14,40s,327.57142857142856
42,No,Travel_Rarely,647,Sales,4 KM,Master’s Degree,Marketing,1171,Medium,Male,45,3,2,Sales Executive,Low,Single,5155,2253,7,No,13,High,Very High,,9,3,Best,6,4,1,5,40s,122.73809523809524
35,No,Travel_Rarely,982,Research & Development,1 KM,Master’s Degree,Medical,1172,Very High,Male,58,2,1,Laboratory Technician,High,Married,2258,16340,6,No,12,High,Medium,,10,2,Better,8,0,1,7,30s,64.51428571428572
24,No,Travel_Rarely,477,Research & Development,24 KM,Bachelor’s Degree,Medical,1173,Very High,Male,49,3,1,Laboratory Technician,Medium,Single,3597,6409,8,No,22,Very High,Very High,,6,2,Better,4,3,1,2,20s,149.875
28,Yes,Travel_Rarely,1485,Research & Development,12 KM,High School,Life Sciences,1175,High,Female,79,3,1,Laboratory Technician,Very High,Married,2515,22955,1,Yes,11,High,Very High,,1,4,Good,1,1,0,0,20s,89.82142857142857
26,No,Travel_Rarely,1384,Research & Development,3 KM,Master’s Degree,Medical,1177,Low,Male,82,4,1,Laboratory Technician,Very High,Married,4420,13421,1,No,22,Very High,Medium,,8,2,Better,8,7,0,7,20s,170.0
30,No,Travel_Rarely,852,Sales,10 KM,Bachelor’s Degree,Marketing,1179,High,Male,72,2,2,Sales Executive,High,Married,6578,2706,1,No,18,High,Low,,10,3,Better,10,3,1,4,20s,219.26666666666668
40,No,Travel_Frequently,902,Research & Development,26 KM,Associate’s Degree,Medical,1180,High,Female,92,2,2,Research Scientist,Very High,Married,4422,21203,3,Yes,13,High,Very High,,16,3,Bad,1,1,0,0,30s,110.55
35,No,Travel_Rarely,819,Research & Development,2 KM,Bachelor’s Degree,Life Sciences,1182,High,Male,44,2,3,Manufacturing Director,Medium,Divorced,10274,19588,2,No,18,High,Medium,,15,2,Best,7,7,6,4,30s,293.54285714285714
34,No,Travel_Frequently,669,Research & Development,1 KM,Bachelor’s Degree,Medical,1184,Very High,Male,97,2,2,Healthcare Representative,Low,Single,5343,25755,0,No,20,Very High,High,,14,3,Better,13,9,4,9,30s,157.14705882352942
35,No,Travel_Frequently,636,Research & Development,4 KM,Master’s Degree,Other,1185,Very High,Male,47,2,1,Laboratory Technician,Very High,Married,2376,26537,1,No,13,High,Medium,,2,2,Best,2,2,2,2,30s,67.88571428571429
43,Yes,Travel_Rarely,1372,Sales,9 KM,Bachelor’s Degree,Marketing,1188,Low,Female,85,1,2,Sales Executive,High,Single,5346,9489,8,No,13,High,Medium,,7,2,Good,4,3,1,3,40s,124.32558139534883
32,No,Non-Travel,862,Sales,2 KM,High School,Life Sciences,1190,High,Female,76,3,1,Sales Representative,Low,Divorced,2827,14947,1,No,12,High,High,,1,3,Better,1,0,0,0,30s,88.34375
56,No,Travel_Rarely,718,Research & Development,4 KM,Master’s Degree,Technical Degree,1191,Very High,Female,92,3,5,Manager,Low,Divorced,19943,18575,4,No,13,High,Very High,,28,2,Better,5,2,4,2,50s,356.125
29,No,Travel_Rarely,1401,Research & Development,6 KM,High School,Medical,1192,Medium,Female,54,3,1,Laboratory Technician,Very High,Married,3131,26342,1,No,13,High,Low,,10,5,Better,10,8,0,8,20s,107.96551724137932
19,No,Travel_Rarely,645,Research & Development,9 KM,Associate’s Degree,Life Sciences,1193,High,Male,54,3,1,Research Scientist,Low,Single,2552,7172,1,No,25,Very High,High,,1,4,Better,1,1,0,0,20s,134.31578947368422
45,No,Travel_Rarely,1457,Research & Development,7 KM,Bachelor’s Degree,Medical,1195,Low,Female,83,3,1,Research Scientist,High,Married,4477,20100,4,Yes,19,High,High,,7,2,Good,3,2,0,2,40s,99.4888888888889
37,No,Travel_Rarely,977,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,1196,Very High,Female,56,2,2,Manufacturing Director,Very High,Married,6474,9961,1,No,13,High,Medium,,14,2,Good,14,8,3,11,30s,174.97297297297297
20,No,Travel_Rarely,805,Research & Development,3 KM,Bachelor’s Degree,Life Sciences,1198,Low,Male,87,2,1,Laboratory Technician,High,Single,3033,12828,1,No,12,High,Low,,2,2,Good,2,2,1,2,20s,151.65
44,Yes,Travel_Rarely,1097,Research & Development,10 KM,Master’s Degree,Life Sciences,1200,High,Male,96,3,1,Research Scientist,High,Single,2936,10826,1,Yes,11,High,High,,6,4,Better,6,4,0,2,40s,66.72727272727273
53,No,Travel_Rarely,1223,Research & Development,7 KM,Associate’s Degree,Medical,1201,Very High,Female,50,3,5,Manager,High,Divorced,18606,18640,3,No,18,High,Medium,,26,6,Better,7,7,4,7,50s,351.0566037735849
29,No,Travel_Rarely,942,Research & Development,15 KM,High School,Life Sciences,1202,Medium,Female,69,1,1,Research Scientist,Very High,Married,2168,26933,0,Yes,18,High,Low,,6,2,Good,5,4,1,3,20s,74.75862068965517
22,Yes,Travel_Frequently,1256,Research & Development,3 KM,Master’s Degree,Life Sciences,1203,High,Male,48,2,1,Research Scientist,Very High,Married,2853,4223,0,Yes,11,High,Medium,,1,5,Better,0,0,0,0,20s,129.6818181818182
46,No,Travel_Rarely,1402,Sales,2 KM,Bachelor’s Degree,Marketing,1204,High,Female,69,3,4,Manager,Low,Married,17048,24097,8,No,23,Very High,Low,,28,2,Better,26,15,15,9,40s,370.60869565217394
44,No,Non-Travel,111,Research & Development,17 KM,Bachelor’s Degree,Life Sciences,1206,Very High,Male,74,1,1,Research Scientist,High,Single,2290,4279,2,No,13,High,Very High,,6,3,Better,0,0,0,0,40s,52.04545454545455
33,No,Travel_Rarely,147,Human Resources,2 KM,Bachelor’s Degree,Human Resources,1207,Medium,Male,99,3,1,Human Resources,High,Married,3600,8429,1,No,13,High,Very High,,5,2,Better,5,4,1,4,30s,109.0909090909091
41,Yes,Non-Travel,906,Research & Development,5 KM,Associate’s Degree,Life Sciences,1210,Low,Male,95,2,1,Research Scientist,Low,Divorced,2107,20293,6,No,17,High,Low,,5,2,Bad,1,0,0,0,40s,51.390243902439025
30,No,Travel_Rarely,1329,Sales,29 KM,Master’s Degree,Life Sciences,1211,High,Male,61,3,2,Sales Executive,Low,Divorced,4115,13192,8,No,19,High,High,,8,3,Better,4,3,0,3,20s,137.16666666666666
40,No,Travel_Frequently,1184,Sales,2 KM,Master’s Degree,Medical,1212,Medium,Male,62,3,2,Sales Executive,Medium,Married,4327,25440,5,No,12,High,Very High,,5,2,Better,0,0,0,0,30s,108.175
50,No,Travel_Frequently,1421,Research & Development,2 KM,Bachelor’s Degree,Medical,1215,Very High,Female,30,3,4,Manager,Low,Married,17856,9490,2,No,22,Very High,High,,32,3,Better,2,2,2,2,40s,357.12
28,No,Travel_Rarely,1179,Research & Development,19 KM,Master’s Degree,Medical,1216,Very High,Male,78,2,1,Laboratory Technician,Low,Married,3196,12449,1,No,12,High,High,,6,2,Better,6,5,3,3,20s,114.14285714285714
46,No,Travel_Rarely,1450,Research & Development,15 KM,Associate’s Degree,Life Sciences,1217,Very High,Male,52,3,5,Research Director,Medium,Married,19081,10849,5,No,11,High,Low,,25,2,Better,4,2,0,3,40s,414.80434782608694
35,No,Travel_Rarely,1361,Sales,17 KM,Master’s Degree,Life Sciences,1218,High,Male,94,3,2,Sales Executive,Low,Married,8966,21026,3,Yes,15,High,Very High,,15,2,Better,7,7,1,7,30s,256.1714285714286
